Date,Names,Values
2021-01-02,MYR,4.020862195420096
2021-01-02,NZD,1.3840762774020046
2021-01-02,PHP,48.18270719582756
2021-01-02,SGD,1.3216526770434356
2021-01-02,THB,29.92991606226061
2021-01-02,ZAR,14.686578110993397
2021-01-03,EUR,0.8829242450997704
2021-01-03,USD,1.0
2021-01-03,JPY,100.23838954617693
2021-01-03,BGN,1.7268232385661308
2021-01-03,CZK,23.858378951085996
2021-01-03,DKK,6.570457354758961
2021-01-03,GBP,0.7640561539819883
2021-01-03,HUF,273.9537347695567
2021-01-03,PLN,3.795867914532933
2021-01-03,RON,3.9429630937665543
2021-01-03,SEK,8.382129613279181
2021-01-03,CHF,0.9581493907822708
2021-01-03,NOK,8.215433515804344
2021-01-03,HRK,6.6087762669962915
2021-01-03,RUB,64.0912060745188
2021-01-03,TRY,2.9367826240508563
2021-01-03,AUD,1.3135263994349284
2021-01-03,BRL,3.2367119901112487
2021-01-03,CAD,1.284389899346636
2021-01-03,CNY,6.65203955500618
2021-01-03,HKD,7.753929012890693
2021-01-03,IDR,13192.000706339395
2021-01-03,ILS,3.76796750838778
2021-01-03,INR,67.17729118841602
2021-01-03,KRW,1120.5633056683737
2021-01-03,MXN,18.324474660074166
2021-01-03,MYR,4.0203072576372945
2021-01-03,NZD,1.3778915769027016
2021-01-03,PHP,46.37912767084584
2021-01-03,SGD,1.3479604449938194
2021-01-03,THB,34.64683030196009
2021-01-03,ZAR,13.510418506092176
2021-01-04,EUR,0.8132726089785296
2021-01-04,USD,1.0
2021-01-04,JPY,102.97657774886142
2021-01-04,BGN,1.5905985686402082
2021-01-04,CZK,21.25975927130774
2021-01-04,DKK,6.049040338321405
2021-01-04,GBP,0.7332465842550422
2021-01-04,HUF,293.8516590761223
2021-01-04,PLN,3.6983571893298635
2021-01-04,RON,3.961694860117111
2021-01-04,SEK,8.205513988288873
2021-01-04,CHF,0.8792290175666883
2021-01-04,ISK,126.95185426154846
2021-01-04,NOK,8.493819128171763
2021-01-04,HRK,6.145494469746259
2021-01-04,RUB,73.47267404033832
2021-01-04,TRY,7.366541964866623
2021-01-04,AUD,1.2953806115810018
2021-01-04,BRL,5.143217306441119
2021-01-04,CAD,1.270413142485361
2021-01-04,CNY,6.464216005204944
2021-01-04,HKD,7.752927781392322
2021-01-04,IDR,13876.602147039686
2021-01-04,ILS,3.206733897202342
2021-01-04,INR,73.0229342875732
2021-01-04,KRW,1083.3035133376707
2021-01-04,MXN,19.7650455432661
2021-01-04,MYR,4.0065061808718285
2021-01-04,NZD,1.3878497072218607
2021-01-04,PHP,48.030253741054
2021-01-04,SGD,1.317338972023422
2021-01-04,THB,29.869876382563437
2021-01-04,ZAR,14.57498373454782
2021-01-05,EUR,0.8445232666159953
2021-01-05,JPY,109.81336035807787
2021-01-05,BGN,1.6517186048475636
2021-01-05,CZK,21.35630436618529
2021-01-05,DKK,6.280043915209864
2021-01-05,GBP,0.7200405371167976
2021-01-05,HUF,295.4818005236044
2021-01-05,PLN,3.8355713199898656
2021-01-05,RON,4.173042817329618
2021-01-05,SEK,8.600878304197282
2021-01-05,CHF,0.9166455535850012
2021-01-05,ISK,127.86082256566169
2021-01-05,NOK,8.616501984629677
2021-01-05,HRK,6.322185626214003
2021-01-05,RUB,72.72063170340344
2021-01-05,TRY,8.407904737775526
2021-01-05,AUD,1.35005489401233
2021-01-05,BRL,5.188413140782029
2021-01-05,CAD,1.2599442614644034
2021-01-05,CNY,6.437631956760409
2021-01-05,HKD,7.7768769529600545
2021-01-05,IDR,14198.589646144752
2021-01-05,INR,73.42868001013429
2021-01-05,KRW,1165.9065957267123
2021-01-05,MXN,19.88041550544718
2021-01-05,MYR,4.137995101765054
2021-01-05,NZD,1.3980238155561187
2021-01-05,PHP,49.864876277341445
2021-01-05,SGD,1.3383160206063678
2021-01-05,THB,32.6450468710413
2021-01-05,ZAR,14.072037834642346
2021-01-06,EUR,0.8445232666159953
2021-01-06,JPY,109.81336035807787
2021-01-06,BGN,1.6517186048475636
2021-01-06,CZK,21.35630436618529
2021-01-06,DKK,6.280043915209864
2021-01-06,GBP,0.7200405371167976
2021-01-06,HUF,295.4818005236044
2021-01-06,PLN,3.8355713199898656
2021-01-06,RON,4.173042817329618
2021-01-06,SEK,8.600878304197282
2021-01-06,CHF,0.9166455535850012
2021-01-06,ISK,127.86082256566169
2021-01-06,NOK,8.616501984629677
2021-01-06,HRK,6.322185626214003
2021-01-06,RUB,72.72063170340344
2021-01-06,TRY,8.407904737775526
2021-01-06,AUD,1.35005489401233
2021-01-06,BRL,5.188413140782029
2021-01-06,CAD,1.2599442614644034
2021-01-06,CNY,6.437631956760409
2021-01-06,HKD,7.7768769529600545
2021-01-06,IDR,14198.589646144752
2021-01-06,INR,73.42868001013429
2021-01-06,KRW,1165.9065957267123
2021-01-06,MXN,19.88041550544718
2021-01-06,MYR,4.137995101765054
2021-01-06,NZD,1.3980238155561187
2021-01-06,PHP,49.864876277341445
2021-01-06,SGD,1.3383160206063678
2021-01-06,THB,32.6450468710413
2021-01-06,ZAR,14.072037834642346
2021-01-07,EUR,0.8145975887911372
2021-01-07,USD,1.0
2021-01-07,JPY,103.55979146301726
2021-01-07,BGN,1.593189964157706
2021-01-07,CZK,21.299283154121863
2021-01-07,DKK,6.059954382535027
2021-01-07,GBP,0.7346855653307266
2021-01-07,HUF,291.454871293581
2021-01-07,PLN,3.665526230042359
2021-01-07,RON,3.9680677745193873
2021-01-07,SEK,8.192815249266861
2021-01-07,CHF,0.8824535679374388
2021-01-07,ISK,126.50700553926362
2021-01-07,NOK,8.425790159661128
2021-01-07,HRK,6.163245356793744
2021-01-07,RUB,74.29130009775172
2021-01-07,TRY,7.330319322254805
2021-01-07,AUD,1.2899967416096447
2021-01-07,BRL,5.308895405669599
2021-01-07,CAD,1.2708536982730532
2021-01-07,CNY,6.467253176930596
2021-01-07,HKD,7.753014011078527
2021-01-07,IDR,14059.94623655914
2021-01-07,ILS,3.1791300097751707
2021-01-07,INR,73.35084718149234
2021-01-07,KRW,1093.4261974584554
2021-01-07,MXN,19.758227435646788
2021-01-07,MYR,4.037960247637667
2021-01-07,NZD,1.3772401433691757
2021-01-07,PHP,48.09628543499511
2021-01-07,SGD,1.3239654610622351
2021-01-07,THB,30.025252525252526
2021-01-07,ZAR,15.307836428804169
2021-01-08,EUR,0.8445232666159953
2021-01-08,JPY,109.81336035807787
2021-01-08,BGN,1.6517186048475636
2021-01-08,CZK,21.35630436618529
2021-01-08,DKK,6.280043915209864
2021-01-08,GBP,0.7200405371167976
2021-01-08,HUF,295.4818005236044
2021-01-08,PLN,3.8355713199898656
2021-01-08,RON,4.173042817329618
2021-01-08,SEK,8.600878304197282
2021-01-08,CHF,0.9166455535850012
2021-01-08,ISK,127.86082256566169
2021-01-08,NOK,8.616501984629677
2021-01-08,HRK,6.322185626214003
2021-01-08,RUB,72.72063170340344
2021-01-08,TRY,8.407904737775526
2021-01-08,AUD,1.35005489401233
2021-01-08,BRL,5.188413140782029
2021-01-08,CAD,1.2599442614644034
2021-01-08,CNY,6.437631956760409
2021-01-08,HKD,7.7768769529600545
2021-01-08,IDR,14198.589646144752
2021-01-08,INR,73.42868001013429
2021-01-08,KRW,1165.9065957267123
2021-01-08,MXN,19.88041550544718
2021-01-08,MYR,4.137995101765054
2021-01-08,NZD,1.3980238155561187
2021-01-08,PHP,49.864876277341445
2021-01-08,SGD,1.3383160206063678
2021-01-08,THB,32.6450468710413
2021-01-08,ZAR,14.072037834642346
2021-01-09,EUR,0.8163265306122448
2021-01-09,USD,1.0
2021-01-09,JPY,103.88571428571429
2021-01-09,BGN,1.5965714285714285
2021-01-09,CZK,21.357551020408163
2021-01-09,DKK,6.0709387755102036
2021-01-09,GBP,0.7357387755102041
2021-01-09,HUF,293.5673469387755
2021-01-09,PLN,3.6826938775510203
2021-01-09,RON,3.976163265306122
2021-01-09,SEK,8.204897959183674
2021-01-09,CHF,0.8838367346938775
2021-01-09,ISK,126.93877551020407
2021-01-09,NOK,8.396979591836734
2021-01-09,HRK,6.1787755102040816
2021-01-09,RUB,74.12244897959182
2021-01-09,TRY,7.3588571428571425
2021-01-09,AUD,1.2863673469387755
2021-01-09,BRL,5.367183673469387
2021-01-09,CAD,1.2688163265306123
2021-01-09,CNY,6.4639999999999995
2021-01-09,HKD,7.753632653061224
2021-01-09,IDR,14079.45306122449
2021-01-09,ILS,3.1821224489795914
2021-01-09,INR,73.30408163265305
2021-01-09,KRW,1092.1632653061224
2021-01-09,MXN,19.976979591836734
2021-01-09,MYR,4.029306122448979
2021-01-09,NZD,1.3782040816326528
2021-01-09,PHP,48.12
2021-01-09,SGD,1.324734693877551
2021-01-09,THB,30.08
2021-01-09,ZAR,15.282612244897958
2021-01-10,EUR,0.8163265306122448
2021-01-10,USD,1.0
2021-01-10,JPY,103.88571428571429
2021-01-10,BGN,1.5965714285714285
2021-01-10,CZK,21.357551020408163
2021-01-10,DKK,6.0709387755102036
2021-01-10,GBP,0.7357387755102041
2021-01-10,HUF,293.5673469387755
2021-01-10,PLN,3.6826938775510203
2021-01-10,RON,3.976163265306122
2021-01-10,SEK,8.204897959183674
2021-01-10,CHF,0.8838367346938775
2021-01-10,ISK,126.93877551020407
2021-01-10,NOK,8.396979591836734
2021-01-10,HRK,6.1787755102040816
2021-01-10,RUB,74.12244897959182
2021-01-10,TRY,7.3588571428571425
2021-01-10,AUD,1.2863673469387755
2021-01-10,BRL,5.367183673469387
2021-01-10,CAD,1.2688163265306123
2021-01-10,CNY,6.4639999999999995
2021-01-10,HKD,7.753632653061224
2021-01-10,IDR,14079.45306122449
2021-01-10,ILS,3.1821224489795914
2021-01-10,INR,73.30408163265305
2021-01-10,KRW,1092.1632653061224
2021-01-10,MXN,19.976979591836734
2021-01-10,MYR,4.029306122448979
2021-01-10,NZD,1.3782040816326528
2021-01-10,PHP,48.12
2021-01-10,SGD,1.324734693877551
2021-01-10,THB,30.08
2021-01-10,ZAR,15.282612244897958
